t_s,hv
0.900,4768725
1.700,4768725
2.500,4768725
3.200,4768725
4.000,4772756
5.000,4777440
5.700,4778946
6.800,4779358
7.700,4779374
8.300,4779374
9.300,4779374
10.100,4780010
11.000,4780010
11.900,4780010
12.600,4780010
13.400,4780700
14.200,4781882
15.300,4783452
16.400,4784635
17.300,4785263
18.300,4789077
19.000,4789077
19.900,4789077
20.800,4790130
21.400,4791221
22.400,4793841
23.100,4793841
24.000,4794098
24.900,4797998
